"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///AK/FixedArray.h:46:9:46:42""]].","/AK/FixedArray.h","40","51","40","57"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Arch/x86_64/Interrupts/APIC.cpp:105:5:105:5""]].","/Kernel/Arch/x86_64/Interrupts/APIC.cpp","103","25","103","69"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Arch/x86_64/Interrupts/APIC.cpp:75:5:75:5""]].","/Kernel/Arch/x86_64/Interrupts/APIC.cpp","73","25","73","69"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Arch/x86_64/Interrupts.cpp:739:1:739:1""]].","/Kernel/Arch/x86_64/Interrupts.cpp","734","25","734","56"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Arch/x86_64/Interrupts.cpp:337:1:337:1""]].","/Kernel/Arch/x86_64/Interrupts.cpp","335","20","335","66"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Arch/x86_64/Processor.cpp:1114:1:1114:1""]].","/Kernel/Arch/x86_64/Processor.cpp","1099","17","1099","51"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Process.h:198:9:198:136""]].","/Kernel/Process.h","197","28","197","57"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Interrupts/SharedIRQHandler.cpp:21:1:21:1""]].","/Kernel/Interrupts/SharedIRQHandler.cpp","18","21","18","58"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Interrupts/SpuriousInterruptHandler.cpp:32:1:32:1""]].","/Kernel/Interrupts/SpuriousInterruptHandler.cpp","29","21","29","52"
"Memory may not be freed","A function may return before freeing memory that was allocated in the function. Freeing all memory allocated in the function before returning ties the lifetime of the memory blocks to that of the function call, making it easier to avoid and detect memory leaks.","warning","This memory allocation may not be released at [[""this exit point""|""relative:///Kernel/Interrupts/SpuriousInterruptHandler.cpp:25:1:25:1""]].","/Kernel/Interrupts/SpuriousInterruptHandler.cpp","22","21","22","51"
