"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for 'environ' is never run.","/Userland/Libraries/LibC/libcinit.cpp","20","8","20","14"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for 'g_gl_context' is never run.","/Userland/Libraries/LibGL/GLContext.cpp","20","54","20","65"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for 'gdt64ptr' is never run.","/Kernel/BootInfo.h","24","16","24","23"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for 'code64_sel' is never run.","/Kernel/BootInfo.h","25","16","25","25"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for 'code64_sel' is never run.","/Kernel/Prekernel/init.cpp","31","16","31","25"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for 'multiboot_copy_boot_modules_count' is never run.","/Kernel/Arch/init.cpp","89","8","89","40"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for '__stack_chk_guard' is never run.","/Kernel/Arch/init.cpp","77","31","77","47"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for 'g_kmalloc_global' is never run.","/Kernel/Heap/kmalloc.cpp","402","47","402","62"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for 's_serial_debug_enabled' is never run.","/Kernel/kprintf.cpp","27","13","27","34"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for '_charstararg2' is never run.","/Tests/LibC/TestScanf.cpp","136","10","136","22"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for '_charstararg1' is never run.","/Tests/LibC/TestScanf.cpp","135","10","135","22"
"Initialization code not run","Not running initialization code may lead to unexpected behavior.","warning","Initialization code for '_charstararg0' is never run.","/Tests/LibC/TestScanf.cpp","134","10","134","22"
