"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to consume_specific is ignored; 92% of calls to this function have their result used.","/AK/GenericLexer.cpp","50","5","50","20"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to consume_specific is ignored; 92% of calls to this function have their result used.","/AK/GenericLexer.cpp","51","5","51","20"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to fetch_add is ignored; 93% of calls to this function have their result used.","/Kernel/Arch/x86_64/Processor.cpp","626","28","626","36"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to read is ignored; 90% of calls to this function have their result used.","/Kernel/Arch/x86_64/Time/RTC.cpp","34","5","34","14"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to fetch_add is ignored; 93% of calls to this function have their result used.","/Kernel/Memory/PhysicalPage.h","30","21","30","29"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to in32 is ignored; 93% of calls to this function have their result used.","/Kernel/Net/Intel/E1000NetworkAdapter.cpp","224","5","224","8"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to in8 is ignored; 96% of calls to this function have their result used.","/Kernel/Net/Realtek/RTL8168NetworkAdapter.cpp","826","5","826","7"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to read8 is ignored; 97% of calls to this function have their result used.","/Kernel/Storage/ATA/GenericIDE/Channel.cpp","238","35","238","39"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to consume_specific is ignored; 93% of calls to this function have their result used.","/Meta/Lagom/Tools/CodeGenerators/IPCCompiler/main.cpp","233","15","233","30"
"Return value of a function is ignored","A call to a function ignores its return value, but at least 90% of the total number of calls to the function check the return value. Check the return value of functions consistently, especially for functions like 'fread' or the 'scanf' functions that return the status of the operation.","recommendation","Result of call to consume_until is ignored; 91% of calls to this function have their result used.","/Meta/Lagom/Tools/CodeGenerators/LibWeb/GenerateWindowOrWorkerInterfaces.cpp","32","19","32","31"
