"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to find_last with untrusted data from [[""string read by fread""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]].
Call to find_last with untrusted data from [[""buffer read by read""|""relative:///Userland/Libraries/LibC/stdio.cpp:117:30:117:33""]].","/AK/DeprecatedString.h","164","104","164","109"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to create with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/AK/DeprecatedString.h","66","37","66","43"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to create with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/AK/DeprecatedString.h","66","46","66","51"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to create with untrusted data from [[""string read by fgets""|""relative:///Userland/Libraries/LibC/shadow.cpp:165:19:165:23""]].","/AK/DeprecatedString.h","61","37","61","43"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to create with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/AK/DeprecatedString.h","46","42","46","76"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to create with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/AK/DeprecatedString.h","46","86","46","91"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to __builtin_memcpy with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].
Call to __builtin_memcpy with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/AK/ByteBuffer.h","243","26","243","48"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to __builtin_memcpy with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/AK/ByteBuffer.h","243","51","243","54"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to __builtin_memcpy with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/AK/ByteBuffer.h","243","57","243","65"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to __builtin_add_overflow with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/AK/Checked.h","178","55","178","59"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].
Call to syscall3 with untrusted data from [[""string read by __getdelim""|""file:///usr/include/x86_64-linux-gnu/bits/stdio.h:120:22:120:30""]].
Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Utilities/xargs.cpp:167:35:167:39""]].
Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].
Call to syscall3 with untrusted data from [[""string read by __getdelim""|""file:///usr/include/x86_64-linux-gnu/bits/stdio.h:120:22:120:30""]].
Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Utilities/xargs.cpp:167:35:167:39""]].
Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/Userland/Libraries/LibSystem/syscall.h","40","59","40","73"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].
Call to syscall3 with untrusted data from [[""string read by __getdelim""|""file:///usr/include/x86_64-linux-gnu/bits/stdio.h:120:22:120:30""]].
Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Utilities/xargs.cpp:167:35:167:39""]].
Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].
Call to syscall3 with untrusted data from [[""string read by __getdelim""|""file:///usr/include/x86_64-linux-gnu/bits/stdio.h:120:22:120:30""]].
Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Utilities/xargs.cpp:167:35:167:39""]].
Call to syscall3 with untrusted data from [[""string read by getdelim""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]].","/Userland/Libraries/LibSystem/syscall.h","40","70","40","73"
